id,name,symbol,ipoyear,sector,industry,exchange_id,created,modified
906,"Ekso Bionics Holdings, Inc.",EKSO,0,"Capital Goods","Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
907,"El Pollo Loco Holdings, Inc.",LOCO,2014,"Consumer Services",Restaurants,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
908,"Elbit Imaging Ltd.",EMITF,0,"Consumer Services","Building operators",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
909,"Elbit Systems Ltd.",ESLT,0,"Capital Goods",Military/Government/Technical,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
910,"Eldorado Resorts, Inc.",ERI,0,"Consumer Services",Hotels/Resorts,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
911,"Electro Scientific Industries, Inc.",ESIO,0,Miscellaneous,"Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
912,"Electronic Arts Inc.",EA,0,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
913,"Electronics for Imaging, Inc.",EFII,1992,Technology,"Computer Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
914,"Electro-Sensors, Inc.",ELSE,0,"Capital Goods","Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
915,"Electrum Special Acquisition Corporation",ELEC,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
916,"Electrum Special Acquisition Corporation",ELECU,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
917,"Electrum Special Acquisition Corporation",ELECW,2015,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
918,"Eleven Biotherapeutics, Inc.",EBIO,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
919,"Elkhorn Commodity Rotation Strategy ETF",DWAC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
920,"Elmira Savings Bank NY (The)",ESBK,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
921,"Eltek Ltd.",ELTK,1997,Technology,"Electrical Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
922,"EMC Insurance Group Inc.",EMCI,1982,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
923,"Emclaire Financial Corp",EMCF,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
924,"EMCORE Corporation",EMKR,1997,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
925,"Emmis Communications Corporation",EMMS,1994,"Consumer Services",Broadcasting,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
926,"Empire Resorts, Inc.",NYNY,0,"Consumer Services",Restaurants,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
927,"Enanta Pharmaceuticals, Inc.",ENTA,2013,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
928,"Encore Capital Group Inc",ECPG,0,Finance,"Finance Companies",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
929,"Encore Wire Corporation",WIRE,1992,"Capital Goods","Metal Fabrications",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
930,"Endo International plc",ENDP,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
931,"Endocyte, Inc.",ECYT,2011,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
932,"Endologix, Inc.",ELGX,0,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
933,"ENDRA Life Sciences Inc.",NDRA,2017,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
934,"ENDRA Life Sciences Inc.",NDRAW,2017,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
935,"Endurance International Group Holdings, Inc.",EIGI,2013,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
936,"Energous Corporation",WATT,2014,Technology,"Radio And Television Broadcasting And Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
937,"Energy Focus, Inc.",EFOI,0,"Consumer Durables","Building Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
938,"Energy Hunter Resources, Inc.",EHR,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
939,"Energy Recovery, Inc.",ERII,2008,Technology,"Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
940,"Energy XXI Gulf Coast, Inc.",EXXI,0,Energy,"Oil & Gas Production",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
941,"ENGlobal Corporation",ENG,0,"Consumer Services",Military/Government/Technical,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
942,"Enphase Energy, Inc.",ENPH,2012,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
943,"Enstar Group Limited",ESGR,0,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
944,"Entegra Financial Corp.",ENFC,2014,Finance,Banks,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
945,"Entegris, Inc.",ENTG,2000,"Consumer Non-Durables","Plastic Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
946,"Entellus Medical, Inc.",ENTL,2015,"Health Care","Medical/Dental Instruments",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
947,"EnteroMedics Inc.",ETRM,2007,"Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
948,"Enterprise Bancorp Inc",EBTC,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
949,"Enterprise Financial Services Corporation",EFSC,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
950,"Enzymotec Ltd.",ENZY,2013,"Consumer Durables","Specialty Chemicals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
951,"Epizyme, Inc.",EPZM,2013,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
952,"ePlus inc.",PLUS,1996,Technology,"Retail: Computer Software & Peripheral Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
953,"Equinix, Inc.",EQIX,2000,"Consumer Services","Real Estate Investment Trusts",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
954,"Equitable Financial Corp.",EQFN,2015,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
955,"Equity Bancshares, Inc.",EQBK,2015,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
956,Ericsson,ERIC,0,Technology,"Radio And Television Broadcasting And Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
957,"Erie Indemnity Company",ERIE,0,Finance,"Specialty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
958,"Escalade, Incorporated",ESCA,0,"Consumer Non-Durables","Recreational Products/Toys",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
959,"Esperion Therapeutics, Inc.",ESPR,2013,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
960,"Esquire Financial Holdings, Inc.",ESQ,2017,Finance,"Commercial Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
961,"ESSA Bancorp, Inc.",ESSA,0,Finance,Banks,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
962,"ESSA Pharma Inc.",EPIX,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
963,"Essendant Inc.",ESND,0,"Consumer Services",Paper,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
964,"Etsy, Inc.",ETSY,2015,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
965,"Euro Tech Holdings Company Limited",CLWT,1997,"Consumer Durables","Diversified Electronic Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
966,"Euronet Worldwide, Inc.",EEFT,1997,Finance,"Investment Bankers/Brokers/Service",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
967,"Euroseas Ltd.",ESEA,0,Transportation,"Marine Transportation",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
968,"EV Energy Partners, L.P.",EVEP,2006,Energy,"Oil & Gas Production",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
969,"Everbridge, Inc.",EVBG,2016,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
970,"Ever-Glory International Group, Inc.",EVK,0,"Consumer Non-Durables",Apparel,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
971,"Everspin Technologies, Inc.",MRAM,2016,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
972,"EVINE Live Inc.",EVLV,0,"Consumer Services","Catalog/Specialty Distribution",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
973,"Evogene Ltd.",EVGN,0,"Basic Industries","Agricultural Chemicals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
974,"Evoke Pharma, Inc.",EVOK,2013,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
975,"Evolving Systems, Inc.",EVOL,1998,Technology,"EDP Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
976,"Exa Corporation",EXA,2012,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
977,"Exact Sciences Corporation",EXAS,2001,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
978,"Exactech, Inc.",EXAC,1996,"Health Care","Industrial Specialties",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
979,"Exela Technologies, Inc.",XELA,2015,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
980,"Exela Technologies, Inc.",XELAU,2015,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
981,"Exela Technologies, Inc.",XELAW,2015,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
982,"Exelixis, Inc.",EXEL,2000,"Health Care","Biotechnology: Commercial Physical & Biological Resarch",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
983,"EXFO Inc",EXFO,0,"Capital Goods","Electrical Products",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
984,"ExlService Holdings, Inc.",EXLS,2006,Miscellaneous,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
985,"Expedia, Inc.",EXPE,0,"Consumer Services","Transportation Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
986,"Expeditors International of Washington, Inc.",EXPD,0,Transportation,"Oil Refining/Marketing",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
987,"Exponent, Inc.",EXPO,0,"Consumer Services","Professional Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
988,"Express Scripts Holding Company",ESRX,1992,"Health Care","Medical/Nursing Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
989,"Extraction Oil & Gas, Inc.",XOG,2016,Energy,"Oil & Gas Production",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
990,"Extreme Networks, Inc.",EXTR,1999,Technology,"Computer Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
991,"Eyegate Pharmaceuticals, Inc.",EYEG,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
992,"Eyegate Pharmaceuticals, Inc.",EYEGW,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
993,"EZCORP, Inc.",EZPW,1991,"Consumer Services","Other Specialty Stores",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
994,"F5 Networks, Inc.",FFIV,1999,Technology,"Computer Communications Equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
995,"Facebook, Inc.",FB,2012,Technology,"Computer Software: Programming, Data Processing",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
996,"FalconStor Software, Inc.",FALC,0,Technology,"Computer Software: Prepackaged Software",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
997,"Famous Dave&#39;s of America, Inc.",DAVE,0,"Consumer Services",Restaurants,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
998,"Fanhua Inc.",FANH,0,Finance,"Specialty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
999,"Farmer Brothers Company",FARM,0,"Consumer Non-Durables","Packaged Foods",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1000,"Farmers & Merchants Bancorp, Inc.",FMAO,0,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1001,"Farmers Capital Bank Corporation",FFKT,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1002,"Farmers National Banc Corp.",FMNB,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1003,"FARO Technologies, Inc.",FARO,1997,"Capital Goods","Industrial Machinery/Components",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1004,"Fastenal Company",FAST,1987,"Consumer Services","RETAIL: Building Materials",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1005,"Fate Therapeutics, Inc.",FATE,2013,"Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1006,"Fauquier Bankshares, Inc.",FBSS,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1007,"Federal Street Acquisition Corp.",FSAC,2017,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1008,"Federal Street Acquisition Corp.",FSACU,2017,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1009,"Federal Street Acquisition Corp.",FSACW,2017,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1010,"Federated National Holding Company",FNHC,0,Finance,"Property-Casualty Insurers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1011,"Fennec Pharmaceuticals Inc.",FENC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1012,"Ferroglobe PLC",GSM,0,"Capital Goods","Metal Fabrications",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1013,"Fibrocell Science Inc",FCSC,0,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1014,"FibroGen, Inc",FGEN,2014,"Health Care","Major Pharmaceuticals",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1015,"Fidelity Nasdaq Composite Index Tracking Stock",ONEQ,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1016,"Fidelity Southern Corporation",LION,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1017,"Fidus Investment Corporation",FDUS,2011,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1018,"Fiesta Restaurant Group, Inc.",FRGI,0,"Consumer Services",Restaurants,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1019,"Fifth Street Asset Management Inc.",FSAM,2014,Finance,"Investment Managers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1020,"Fifth Street Finance Corp.",FSC,2008,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1021,"Fifth Street Finance Corp.",FSCFL,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1022,"Fifth Street Senior Floating Rate Corp.",FSFR,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1023,"Fifth Third Bancorp",FITB,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1024,"Fifth Third Bancorp",FITBI,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1025,"Financial Engines, Inc.",FNGN,2010,Finance,"Investment Managers",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1026,"Financial Institutions, Inc.",FISI,1999,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1027,"Finisar Corporation",FNSR,1999,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1028,"Finjan Holdings, Inc.",FNJN,0,Miscellaneous,"Multi-Sector Companies",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1029,"FinTech Acquisition Corp. II",FNTE,2017,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1030,"FinTech Acquisition Corp. II",FNTEU,2017,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1031,"FinTech Acquisition Corp. II",FNTEW,2017,Finance,"Business Services",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1032,"FireEye, Inc.",FEYE,2013,Technology,"Computer peripheral equipment",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1033,"First Bancorp",FBNC,1987,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1034,"First Bancorp, Inc (ME)",FNLC,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1035,"First Bank",FRBA,2013,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1036,"First Busey Corporation",BUSE,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1037,"First Business Financial Services, Inc.",FBIZ,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1038,"First Capital, Inc.",FCAP,0,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1039,"First Cash, Inc.",FCFS,1991,"Consumer Services","Other Specialty Stores",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1040,"First Citizens BancShares, Inc.",FCNCA,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1041,"First Community Bancshares, Inc.",FCBC,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1042,"First Community Corporation",FCCO,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1043,"First Connecticut Bancorp, Inc.",FBNK,2011,Finance,Banks,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1044,"First Defiance Financial Corp.",FDEF,0,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1045,"First Financial Bancorp.",FFBC,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1046,"First Financial Bancorp.",FFBCW,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1047,"First Financial Bankshares, Inc.",FFIN,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1048,"First Financial Corporation Indiana",THFF,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1049,"First Financial Northwest, Inc.",FFNW,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1050,"First Foundation Inc.",FFWM,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1051,"First Guaranty Bancshares, Inc.",FGBI,0,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1052,"First Hawaiian, Inc.",FHB,2016,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1053,"First Internet Bancorp",INBK,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1054,"First Internet Bancorp",INBKL,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1055,"First Interstate BancSystem, Inc.",FIBK,2010,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1056,"First Merchants Corporation",FRME,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1057,"First Mid-Illinois Bancshares, Inc.",FMBH,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1058,"First Midwest Bancorp, Inc.",FMBI,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1059,"First Northwest Bancorp",FNWB,2015,Finance,Banks,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1060,"First Savings Financial Group, Inc.",FSFG,0,Finance,"Savings Institutions",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1061,"First Solar, Inc.",FSLR,2006,Technology,Semiconductors,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1062,"First South Bancorp Inc",FSBK,0,Finance,"Major Banks",1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1063,"First Trust Alternative Absolute Return Strategy ETF",FAAR,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1064,"First Trust Asia Pacific Ex-Japan AlphaDEX Fund",FPA,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1065,"First Trust BICK Index Fund",BICK,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1066,"First Trust Brazil AlphaDEX Fund",FBZ,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1067,"First Trust California Municipal High income ETF",FCAL,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1068,"First Trust Canada AlphaDEX Fund",FCAN,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1069,"First Trust Capital Strength ETF",FTCS,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1070,"First Trust CEF Income Opportunity ETF",FCEF,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1071,"First Trust China AlphaDEX Fund",FCA,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1072,"First Trust Cloud Computing ETF",SKYY,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1073,"First Trust Developed International Equity Select ETF",RNDM,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1074,"First Trust Developed Markets Ex-US AlphaDEX Fund",FDT,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1075,"First Trust Developed Markets ex-US Small Cap AlphaDEX Fund",FDTS,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1076,"First Trust Dorsey Wright Dynamic Focus 5 ETF",FVC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1077,"First Trust Dorsey Wright Focus 5 ETF",FV,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1078,"First Trust Dorsey Wright International Focus 5 ETF",IFV,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1079,"First Trust Dorsey Wright People&#39;s Portfolio ETF",DWPP,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1080,"First Trust Emerging Markets AlphaDEX Fund",FEM,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1081,"First Trust Emerging Markets Equity Select ETF",RNEM,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1082,"First Trust Emerging Markets Local Currency Bond ETF",FEMB,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1083,"First Trust Emerging Markets Small Cap AlphaDEX Fund",FEMS,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1084,"First Trust Enhanced Short Maturity ETF",FTSM,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1085,"First Trust Europe AlphaDEX Fund",FEP,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1086,"First Trust Eurozone AlphaDEX ETF",FEUZ,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1087,"First Trust Germany AlphaDEX Fund",FGM,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1088,"First Trust Global Tactical Commodity Strategy Fund",FTGC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1089,"First Trust High Income ETF",FTHI,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1090,"First Trust High Yield Long/Short ETF",HYLS,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1091,"First Trust Hong Kong AlphaDEX Fund",FHK,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1092,"First Trust Indxx Global Agriculture ETF",FTAG,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1093,"First Trust Indxx Global Natural Resources Income ETF",FTRI,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1094,"First Trust International IPO ETF",FPXI,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1095,"First Trust International Multi-Asset Diversified Income Index",YDIV,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1096,"First Trust Japan AlphaDEX Fund",FJP,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1097,"First Trust Large Cap Core AlphaDEX Fund",FEX,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1098,"First Trust Large Cap Growth AlphaDEX Fund",FTC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1099,"First Trust Large Cap US Equity Select ETF",RNLC,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1100,"First Trust Large Cap Value AlphaDEX Fund",FTA,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1101,"First Trust Latin America AlphaDEX Fund",FLN,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
1102,"First Trust Low Beta Income ETF",FTLB,0,n/a,n/a,1,"9/15/17, 11:19 PM","9/15/17, 11:19 PM"
